순번,호출부호,입항횟수,입항횟수,입항횟수,신고톤수,선박명,선사/대리점,선사/대리점,신청시설,신청시설,신청시설,신청일시(FROM ~ TO),신청일시(FROM ~ TO),지정시설,지정시설,지정시설,지정일시(FROM ~ TO),지정일시(FROM ~ TO),사용목적명,예보일시,허가유무
7599,010511,2023,088,004,999,금창호,BSK3293,(주)금창마린,MS6,03,신항 6부두 3선석,2023-10-24 09:00,2023-10-24 12:15,MS6,03,신항 6부두 3선석,2023-10-24 09:00,2023-10-24 12:15,양하,2023-10-26,허가완료
7600,9V8010,2023,034,001,7.170,ATLANTIC SOUTH,OSL0038,장금상선(주),MBR,03,감만부두 3선석,2023-10-27 17:00,2023-10-28 05:00,MBR,03,감만부두 3선석,2023-10-27 17:00,2023-10-28 05:00,양적하,2023-10-26,허가완료
7601,058282,2023,060,001,204,금성호,BSU2755,(주)부경페트롤,MW5,01,5물량장 1선석,2023-10-17 21:15,2023-10-24 23:10,MW5,01,5물량장 1선석,2023-10-17 21:15,2023-10-24 23:10,접안대기,2023-10-26,허가완료
7602,9V5392,2023,004,001,153.774,MAERSK HONG KONG,KMC0155,한국머스크 (주),MSN,07,신항 2부두 4선석,2023-10-29 14:00,2023-10-31 02:00,MSN,07,신항 2부두 4선석,2023-10-29 14:00,2023-10-31 02:00,양적하,2023-10-26,허가완료
7603,HORN,2023,012,006,4.972,FC GLORIA,BSC2172,(주)진웅마리타임,WAE,01,E박지 E1 묘지,2023-10-28 12:00,2023-10-29 10:00,,,,,,기타,2023-10-26,미허가
7604,D7FU,2023,029,001,9.955,STAR VOYAGER,KMS8833,남성해운(주),MS6,01,신항 6부두 1선석,2023-10-27 17:00,2023-10-29 02:00,MS6,01,신항 6부두 1선석,2023-10-27 17:00,2023-10-29 02:00,양적하,2023-10-26,허가완료
7605,018212,2023,039,001,287,1거성,BSZ7452,주식회사 안성,MW5,01,5물량장 1선석,2023-10-20 03:40,2023-10-22 16:24,MW5,01,5물량장 1선석,2023-10-20 03:40,2023-10-22 16:24,접안대기,2023-10-26,허가완료
7606,D7FU,2023,029,002,9.955,STAR VOYAGER,KMS8833,남성해운(주),WAU,02,신항 U-2 정박지,2023-10-29 01:00,2023-10-29 23:00,WAU,02,신항 U-2 정박지,2023-10-29 01:00,2023-10-29 23:00,접안대기,2023-10-26,허가완료
7607,D7FU,2023,029,003,9.955,STAR VOYAGER,KMS8833,남성해운(주),MBS,03,신선대부두 3선석,2023-10-29 21:00,2023-10-30 18:00,MBS,02,신선대부두 2선석,2023-10-29 21:00,2023-10-30 18:00,양적하,2023-10-26,허가완료
7608,CQAB5,2023,011,001,18.123,AS SOPHIA,KMC0155,한국머스크 (주),MSN,04,신항 2부두 1선석,2023-10-29 16:00,2023-10-30 06:00,MSN,04,신항 2부두 1선석,2023-10-29 16:00,2023-10-30 06:00,양적하,2023-10-26,허가완료
7609,018212,2023,040,001,287,1거성,BSZ7452,주식회사 안성,MW5,01,5물량장 1선석,2023-10-25 15:45,2023-10-26 06:25,MW5,01,5물량장 1선석,2023-10-25 15:45,2023-10-26 06:25,접안대기,2023-10-26,허가완료
7610,011101,2023,071,003,125,제101영진호,BSU2626,(주)인창마린,MFL,01,신항 다목적부두연결잔교,2023-10-26 08:45,2023-10-26 10:30,MFL,01,신항 다목적부두연결잔교,2023-10-26 08:45,2023-10-26 10:30,양하,2023-10-26,허가완료
7611,880677,2017,009,062,33,건국101호,BSM0438,건국해운,MQJ,01,준설공사 안벽,2017-06-25 05:55,2017-06-25 17:30,,,,,,기타,2023-10-26,미허가
7612,010511,2023,089,001,999,금창호,BSK3293,(주)금창마린,MW5,01,5물량장 1선석,2023-10-25 06:55,2023-10-25 07:20,MW5,01,5물량장 1선석,2023-10-25 06:55,2023-10-25 07:20,기타,2023-10-26,허가완료
7613,D5ZX8,2023,008,001,26.374,GSL MAREN,KMC0558,(주)협운인터내셔날,MBS,04,신선대부두 4선석,2023-10-28 06:00,2023-10-29 18:00,MBS,04,신선대부두 4선석,2023-10-28 06:00,2023-10-29 18:00,양적하,2023-10-26,허가완료
7614,080444,2023,074,001,226,625 덕양,BSZ2734,덕성기업,*NB,01,남부민방파제,2023-10-20 16:30,2023-10-26 09:10,*NB,01,남부민방파제,2023-10-20 16:30,2023-10-26 09:10,기타,2023-10-26,허가완료
7615,130060,2023,098,001,751,대경에이스,BSZ7090,에이치비씨해운 주식회사,MB6,03,자성대부두 63선석,2023-10-24 17:20,2023-10-24 20:00,MB6,03,자성대부두 63선석,2023-10-24 17:20,2023-10-24 20:00,양하,2023-10-26,허가완료
7616,101102,2023,001,016,466,현대78호,BSZ3410,주식회사삼우엔터프라이즈,MWB,01,봉래동물량장,2023-10-28 00:00,2023-11-11 00:00,MWB,01,봉래동물량장,2023-10-28 00:00,2023-11-11 00:00,계선,2023-10-26,허가완료
7617,880677,2018,005,074,33,건국101호,BSM0438,건국해운,MB7,06,우암부두 76선석,2019-10-01 18:46,2019-10-01 18:55,,,,,,기타,2023-10-26,미허가
7618,835891,2023,001,013,607,지엠2000호,BSZ7515,지엠물산,MWB,01,봉래동물량장,2023-10-27 00:00,2023-11-09 00:00,MWB,01,봉래동물량장,2023-10-27 00:00,2023-11-09 00:00,출항대기,2023-10-26,허가완료
7619,070415,2023,001,021,492,제이에스2호,BSZ2844,제이에스마린(JS마린),MWB,01,봉래동물량장,2023-10-27 00:00,2023-11-10 00:00,MWB,01,봉래동물량장,2023-10-27 00:00,2023-11-10 00:00,접안대기,2023-10-26,허가완료
7620,D5PL3,2023,006,001,141.649,MSC NATASHA XIII,KMC0326,엠에스씨코리아(주),MSN,03,신항 1부두 3선석,2023-10-30 05:00,2023-10-31 11:00,MSN,03,신항 1부두 3선석,2023-10-30 05:00,2023-10-31 11:00,양적하,2023-10-26,허가완료
7621,961477,2023,001,022,230,동남101호,BSM0014,욱일기업,MWB,01,봉래동물량장,2023-10-31 00:00,2023-11-14 00:00,MWB,01,봉래동물량장,2023-10-31 00:00,2023-11-14 00:00,기타,2023-10-26,허가완료
7622,100636,2023,012,001,878,울산5005호,USK2215,(주)울산선박,MK4,05,감천 4부두 5선석,2023-10-26 23:00,2023-10-28 23:00,MK4,05,감천 4부두 5선석,2023-10-26 23:00,2023-10-28 23:00,기타,2023-10-26,허가완료
7623,190010,2023,002,003,1.967,대방10001호,KSK2036,합자회사 대방해운산업개발,OLH,01,청학안벽,2023-10-26 22:00,2023-10-28 10:00,OLH,01,청학안벽,2023-10-26 22:00,2023-10-28 10:00,기타,2023-10-26,허가완료
7624,070331,2023,004,001,559,신동1호,BSZ7670,건양,OLH,01,청학안벽,2023-10-26 14:00,2023-10-31 18:00,OLH,01,청학안벽,2023-10-26 14:00,2023-10-31 18:00,출항대기,2023-10-26,허가완료
7625,070348,2023,017,001,1.484,보성7001호,BSK1021,(주)조양,OLH,01,청학안벽,2023-10-27 18:00,2023-11-03 00:00,OLH,01,청학안벽,2023-10-27 18:00,2023-11-03 00:00,기타,2023-10-26,허가완료
7626,DSOZ9,2023,011,001,228,명진801호,BSK8603,명진선박(주),MQC,01,한진 중공업 안벽,2023-09-02 07:00,2023-09-02 18:30,MQC,01,한진 중공업 안벽,2023-09-02 07:00,2023-09-02 18:30,출항대기,2023-10-26,허가완료
7627,120061,2023,057,001,320,12청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-23 11:40,2023-10-23 21:15,MW5,01,5물량장 1선석,2023-10-23 11:40,2023-10-23 21:15,양하,2023-10-26,허가완료
7628,120061,2023,057,002,320,12청경호,BSZ2594,(주)세종유업,MS4,01,신항 4부두 1선석,2023-10-24 00:35,2023-10-24 03:35,MS4,01,신항 4부두 1선석,2023-10-24 00:35,2023-10-24 03:35,급유,2023-10-26,허가완료
7629,120061,2023,057,003,320,12청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-24 06:20,2023-10-24 08:25,MW5,01,5물량장 1선석,2023-10-24 06:20,2023-10-24 08:25,접안대기,2023-10-26,허가완료
7630,971467,2023,134,001,81,제7천양,BSU2855,(주)보해해운,*SF,01,서측 컨테이너 북측피더,2023-10-26 10:30,2023-10-26 11:30,*SF,01,서측 컨테이너 북측피더,2023-10-26 10:30,2023-10-26 11:30,접안대기,2023-10-26,허가완료
7631,230010,2023,027,001,858,스카이마스,BSK2940,광훈선박(주),MW5,01,5물량장 1선석,2023-10-24 23:00,2023-10-26 00:10,MW5,01,5물량장 1선석,2023-10-24 23:00,2023-10-26 00:10,기타,2023-10-26,허가완료
7632,D7IL,2023,019,002,18.051,SAWASDEE BALTIC,OSL0038,장금상선(주),MBS,05,신선대부두 5선석,2023-10-30 00:01,2023-10-30 21:00,MBS,05,신선대부두 5선석,2023-10-30 00:01,2023-10-30 21:00,양적하,2023-10-26,허가완료
7633,DSRA2,2023,040,001,6.490,SINOKOR NIIGATA,OSL0038,장금상선(주),WAM,08,M박지 M8 묘지,2023-10-24 22:00,2023-10-27 18:00,WAM,08,M박지 M8 묘지,2023-10-24 22:00,2023-10-27 12:00,접안대기,2023-10-26,허가완료
7634,V7CS4,2023,019,002,9.988,PEGASUS TERA,KMS8835,동영해운(주),WAM,08,M박지 M8 묘지,2023-10-26 21:00,2023-10-29 21:00,WAM,08,M박지 M8 묘지,2023-10-27 12:00,2023-10-30 13:00,접안대기,2023-10-26,허가완료
7635,041548,2023,031,001,137,삼양1,BSK1021,(주)조양,*LP,01,대평동호안,2023-10-05 19:30,2023-10-08 04:40,*LP,01,대평동호안,2023-10-05 19:30,2023-10-08 04:40,기타,2023-10-26,허가완료
7636,3E3693,2023,024,002,6.154,PROVIDENT,BSC2044,제이피글로벌 주식회사,MB7,03,7부두 73선석,2023-10-27 08:00,2023-10-27 20:00,MB7,03,7부두 73선석,2023-10-27 08:00,2023-10-27 20:00,양적하,2023-10-26,허가완료
7637,V7CS4,2023,019,004,9.988,PEGASUS TERA,KMS8835,동영해운(주),MBS,03,신선대부두 3선석,2023-10-29 08:00,2023-10-30 00:00,,,,,,적하,2023-10-26,미허가
7638,DSON4,2023,008,001,6.686,한바다,BSZ0001,한국해양대학교,MBH,01,한국해양대학부두,2023-10-26 11:18,2023-11-08 11:00,,,,,,기타,2023-10-26,미허가
7639,041548,2023,033,001,137,삼양1,BSK1021,(주)조양,*LP,01,대평동호안,2023-10-08 09:15,2023-10-09 05:00,*LP,01,대평동호안,2023-10-08 09:15,2023-10-09 05:00,기타,2023-10-26,허가완료
7640,015862,2020,001,001,185,칠성호,BSZ7512,태정해운,*YQ,01,기타 남항 사설조선소,2020-01-15 11:48,2020-05-14 06:30,,,,,,수리,2023-10-26,미허가
7641,120061,2023,058,001,320,12청경호,BSZ2594,(주)세종유업,MW5,01,5물량장 1선석,2023-10-24 19:40,2023-10-26 06:25,MW5,01,5물량장 1선석,2023-10-24 19:40,2023-10-26 06:25,접안대기,2023-10-26,허가완료
7642,021734,2023,002,010,322,대명2000호,BSZ9932,명성티엔비,MK3,02,감천 3부두 2선석,2023-10-27 07:00,2023-10-27 23:00,MK3,02,감천 3부두 2선석,2023-10-27 07:00,2023-10-27 23:00,접안대기,2023-10-26,허가완료
7643,068241,2023,001,278,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-10-06 17:55,2023-10-07 09:55,,,,,,접안대기,2023-10-26,미허가
7644,041548,2023,034,001,1.055,삼양1,BSK1021,(주)조양,WAZ,99,기타정박지,2023-10-09 06:45,2023-10-09 06:46,WAZ,99,기타정박지,2023-10-09 06:45,2023-10-09 06:46,기타,2023-10-26,허가완료
7645,068241,2023,001,279,51,태경,BSZ9454,대진기업,WAN,03,남외항 N-3박지,2023-10-07 10:30,2023-10-07 12:15,,,,,,급유,2023-10-26,미허가
7646,068241,2023,001,280,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-10-07 12:50,2023-10-10 08:20,,,,,,접안대기,2023-10-26,미허가
7647,068241,2023,001,281,51,태경,BSZ9454,대진기업,MBS,01,신선대부두 1선석,2023-10-10 08:50,2023-10-10 09:45,,,,,,급유,2023-10-26,미허가
7648,068241,2023,001,282,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-10-10 10:10,2023-10-10 13:15,,,,,,접안대기,2023-10-26,미허가
7649,5LIW2,2023,001,001,150.783,MSC MARTINA MARIA,KMC0326,엠에스씨코리아(주),MSN,08,신항 2부두 5선석,2023-10-31 17:00,2023-11-01 06:00,,,,,,양적하,2023-10-26,미허가
7650,068241,2023,001,284,51,태경,BSZ9454,대진기업,MW5,01,5물량장 1선석,2023-10-10 16:00,2023-10-12 07:10,,,,,,접안대기,2023-10-26,미허가
7651,200023,2023,078,001,498,송순호,MPU1065,송원해운(주),MBO,02,백운포매립부두(해군작전사령부),2023-10-18 17:00,2023-10-18 21:50,MBO,02,백운포매립부두(해군작전사령부),2023-10-18 17:00,2023-10-18 21:50,양하,2023-10-26,허가완료
7652,068241,2023,001,285,51,태경,BSZ9454,대진기업,MBS,02,신선대부두 2선석,2023-10-12 07:35,2023-10-12 08:40,,,,,,급유,2023-10-26,미허가
7653,D7JK,2023,001,001,1.500,필로스 1,BSC2087,씨제이마리타임 주식회사,WAN,02,남외항 N-2박지,2023-10-26 23:00,2023-10-30 19:00,WAN,02,남외항 N-2박지,2023-10-26 23:00,2023-10-30 19:00,상가대기,2023-10-26,허가완료
7654,200023,2023,078,002,498,송순호,MPU1065,송원해운(주),MW5,01,5물량장 1선석,2023-10-18 22:30,2023-10-19 10:35,MW5,01,5물량장 1선석,2023-10-18 22:30,2023-10-19 10:35,기타,2023-10-26,허가완료
7655,VRNX4,2023,011,002,9.563,SUNNY CALLA,KMS8832,고려해운(주),MBS,02,신선대부두 2선석,2023-10-26 23:00,2023-10-27 22:00,MBS,02,신선대부두 2선석,2023-10-26 23:00,2023-10-27 22:00,양적하,2023-10-26,허가완료
7656,068241,2023,001,276,51,태경,BSZ9454,대진기업,MK3,03,감천 3부두 3선석,2023-10-06 13:55,2023-10-06 15:25,MK3,03,감천 3부두 3선석,2023-10-06 13:55,2023-10-06 15:25,급유,2023-10-26,허가완료
7657,068241,2023,001,283,51,태경,BSZ9454,대진기업,MK6,01,감천 6부두 1선석,2023-10-10 14:10,2023-10-10 15:00,MK6,01,감천 6부두 1선석,2023-10-10 14:10,2023-10-10 15:00,적하,2023-10-26,허가완료
7658,068241,2023,001,275,51,태경,BSZ9454,대진기업,MK6,01,감천 6부두 1선석,2023-10-06 11:50,2023-10-06 13:45,MK6,01,감천 6부두 1선석,2023-10-06 11:50,2023-10-06 13:45,적하,2023-10-26,허가완료
7659,068241,2023,001,277,51,태경,BSZ9454,대진기업,MK6,01,감천 6부두 1선석,2023-10-06 15:35,2023-10-06 17:00,MK6,01,감천 6부두 1선석,2023-10-06 15:35,2023-10-06 17:00,적하,2023-10-26,허가완료
7660,041548,2023,032,001,1.055,삼양1,BSK1021,(주)조양,MK4,05,감천 4부두 5선석,2023-10-08 05:20,2023-10-08 05:25,MK4,05,감천 4부두 5선석,2023-10-08 05:20,2023-10-08 05:25,기타,2023-10-26,허가완료
7661,130037,2023,077,002,534,11송원호,BSK3352,주식회사 로인스,MW5,01,5물량장 1선석,2023-10-26 03:45,2023-10-26 13:00,MW5,01,5물량장 1선석,2023-10-26 03:45,2023-10-26 13:00,기타,2023-10-26,허가완료
7662,DSOY5,2023,002,002,5.093,SUN OCEAN,BSC2203,주식회사 스완쉬핑,WAN,03,남외항 N-3박지,2023-10-26 17:00,2023-10-27 08:00,,,,,,접안대기,2023-10-26,미허가
7663,D7CH,2023,034,001,9.955,STAR CHALLENGER,KMS8833,남성해운(주),WAN,03,남외항 N-3박지,2023-10-27 00:00,2023-10-28 23:00,WAN,04,남외항 N-4박지,2023-10-27 00:00,2023-10-28 23:00,접안대기,2023-10-26,허가완료
7664,D7GH,2023,043,001,9.599,HEUNG-A YOUNG,ICZ0830,흥아라인(주),WAN,04,남외항 N-4박지,2023-10-27 00:01,2023-10-28 19:00,WAN,04,남외항 N-4박지,2023-10-27 00:01,2023-10-28 19:00,접안대기,2023-10-26,허가완료
7665,180025,2023,020,001,6.716,디엘 루비,BSK2634,동림탱커(주),WAN,03,남외항 N-3박지,2023-10-27 00:00,2023-10-27 10:00,WAN,03,남외항 N-3박지,2023-10-27 00:00,2023-10-27 10:00,급유,2023-10-26,허가완료
7666,014936,2020,021,002,1.836,해건 2700호,BSK1004,신동해양개발주식회사,MWB,01,봉래동물량장,2020-12-23 11:10,2020-12-24 07:00,MWB,01,봉래동물량장,2020-12-23 11:10,2020-12-24 07:00,기타,2023-10-26,허가완료
7667,975935,2023,109,001,149,2금진호,BSZ3466,(주)신진해운,MW5,01,5물량장 1선석,2023-10-23 21:45,2023-10-24 07:40,MW5,01,5물량장 1선석,2023-10-23 21:45,2023-10-24 07:40,접안대기,2023-10-26,허가완료
7668,D5YD8,2023,016,001,27.997,KMTC YOKOHAMA,KMS8832,고려해운(주),MB6,02,자성대부두 62선석,2023-10-26 16:00,2023-10-27 20:00,MB6,02,자성대부두 62선석,2023-10-26 16:00,2023-10-27 20:00,양적하,2023-10-26,허가완료
7669,975935,2023,109,003,149,2금진호,BSZ3466,(주)신진해운,WAN,03,남외항 N-3박지,2023-10-24 13:45,2023-10-24 18:40,,,,,,급유,2023-10-26,미허가
7670,975935,2023,109,005,149,2금진호,BSZ3466,(주)신진해운,WAN,03,남외항 N-3박지,2023-10-25 04:30,2023-10-25 08:45,,,,,,급유,2023-10-26,미허가
7671,DSFU2,2023,128,001,21.688,PANSTAR DREAM,KMC0725,(주)팬스타라인닷컴,MBF,12,신국제여객터미널 12선석,2023-10-28 11:30,2023-10-28 16:00,MBF,12,신국제여객터미널 12선석,2023-10-28 11:30,2023-10-28 16:00,양하,2023-10-26,허가완료
7672,DDXA2,2023,003,001,195.636,AL ZUBARA,KMC0360,하파그로이드코리아(주),MS3,02,신항 3부두 2선석,2023-10-27 10:00,2023-10-28 20:00,MS3,02,신항 3부두 2선석,2023-10-27 10:00,2023-10-28 20:00,양적하,2023-10-26,허가완료
7673,9HA3731,2023,004,001,96.253,CMA CGM ELBE,KMC0748,씨엠에이씨지엠코리아,MS5,01,신항 5부두 1선석,2023-10-27 07:00,2023-10-28 23:00,MS5,01,신항 5부두 1선석,2023-10-27 07:00,2023-10-28 23:00,양적하,2023-10-26,허가완료
7674,9V8080,2023,009,001,27.061,WAN HAI 308,KMC0211,만해항운한국(주),MBR,03,감만부두 3선석,2023-10-29 09:00,2023-10-29 21:00,MBR,03,감만부두 3선석,2023-10-29 09:00,2023-10-29 21:00,양적하,2023-10-26,허가완료
7675,V7CN8,2023,031,001,9.910,SUNNY IRIS,KMS8832,고려해운(주),MB6,05,자성대부두 65선석,2023-10-27 06:00,2023-10-28 06:00,MB6,05,자성대부두 65선석,2023-10-27 06:00,2023-10-28 06:00,양적하,2023-10-26,허가완료
7676,V7ER6,2023,041,001,9.988,SUNNY COSMOS,KMS8832,고려해운(주),MB6,04,자성대부두 64선석,2023-10-27 12:00,2023-10-28 06:00,MB6,04,자성대부두 64선석,2023-10-27 12:00,2023-10-28 06:00,양적하,2023-10-26,허가완료
7677,CQ2076,2023,003,001,141.328,ROME EXPRESS,KMC0360,하파그로이드코리아(주),MS4,03,신항 4부두 3선석,2023-10-27 08:00,2023-10-28 18:00,MS4,03,신항 4부두 3선석,2023-10-27 08:00,2023-10-28 18:00,양적하,2023-10-26,허가완료
7678,C6DT7,2023,007,001,9.587,ESTIMA,OSL0038,장금상선(주),MBS,02,신선대부두 2선석,2023-10-30 01:00,2023-10-30 17:00,MBS,02,신선대부두 2선석,2023-10-30 01:00,2023-10-30 17:00,양적하,2023-10-26,허가완료
7679,955269,2023,081,001,140,진양호,BSK3352,주식회사 로인스,MW5,01,5물량장 1선석,2023-10-25 19:40,2023-10-26 07:25,MW5,01,5물량장 1선석,2023-10-25 19:40,2023-10-26 07:25,기타,2023-10-26,허가완료
7680,010337,2023,030,001,979,2003종영,BSK3066,(주)종원해운,OLH,01,청학안벽,2023-10-20 04:40,2023-10-20 04:50,OLH,01,청학안벽,2023-10-20 04:40,2023-10-20 04:50,기타,2023-10-26,허가완료
7681,BKXT6,2023,001,002,7.959,JIAN YANG CHENG HE,BSC2231,(주)위즈쉬핑,MQC,01,한진 중공업 안벽,2023-10-24 08:00,2023-10-27 18:00,,,,,,양하,2023-10-26,미허가
7682,010337,2023,030,002,979,2003종영,BSK3066,(주)종원해운,OLT,01,대교동호안,2023-10-20 05:00,2023-10-23 12:00,OLT,01,대교동호안,2023-10-20 05:00,2023-10-23 12:00,기타,2023-10-26,허가완료
7683,955269,2023,086,001,140,진양호,BSK3352,주식회사 로인스,MW5,01,5물량장 1선석,2023-11-01 00:00,2023-11-30 00:00,,,,,,기타,2023-10-26,미허가
7684,955269,2023,087,001,140,진양호,BSK3352,주식회사 로인스,MW5,01,5물량장 1선석,2023-11-01 00:00,2023-11-30 00:00,,,,,,기타,2023-10-26,미허가
7685,955269,2023,088,001,140,진양호,BSK3352,주식회사 로인스,MW5,01,5물량장 1선석,2023-11-01 00:00,2023-11-30 00:00,,,,,,기타,2023-10-26,미허가
7686,955269,2023,089,001,140,진양호,BSK3352,주식회사 로인스,MW5,01,5물량장 1선석,2023-11-01 00:00,2023-11-30 00:00,,,,,,기타,2023-10-26,미허가
7687,090481,2018,037,001,87,해양호,BSZ7437,(주)청해마린,*LP,01,대평동호안,2018-12-04 13:20,2018-12-04 13:45,*LP,01,대평동호안,2018-12-04 13:20,2018-12-04 13:45,접안대기,2023-10-26,허가완료
7688,955269,2023,090,001,140,진양호,BSK3352,주식회사 로인스,MW5,01,5물량장 1선석,2023-11-01 00:00,2023-11-30 00:00,,,,,,기타,2023-10-26,미허가
7689,D7DZ,2023,225,001,457,PANSTAR TSUSHIMA LINK,KMC0725,(주)팬스타라인닷컴,MBF,07,신국제여객터미널 7선석,2023-10-26 17:55,2023-10-27 08:40,MBF,07,신국제여객터미널 7선석,2023-10-26 17:55,2023-10-27 08:40,기타,2023-10-26,허가완료
7690,090481,2018,038,001,87,해양호,BSZ7437,(주)청해마린,MW5,01,5물량장 1선석,2018-12-04 14:10,2018-12-04 17:40,MW5,01,5물량장 1선석,2018-12-04 14:10,2018-12-04 17:40,출항대기,2023-10-26,허가완료
7691,090441,2023,133,003,149,9민성호,BSK2607,용진해상급유,MW5,01,5물량장 1선석,2023-10-26 09:30,2023-10-26 13:35,,,,,,기타,2023-10-26,미허가
7692,090441,2023,133,004,149,9민성호,BSK2607,용진해상급유,MDY,01,영도(KOCO) 돌핀,2023-10-26 13:50,2023-10-26 14:40,,,,,,기타,2023-10-26,미허가
7693,961049,2023,124,001,104,제 96 동방호,BSK2607,용진해상급유,MW5,01,5물량장 1선석,2023-10-25 22:40,2023-10-26 11:25,,,,,,기타,2023-10-26,미허가
7694,961049,2023,124,002,104,제 96 동방호,BSK2607,용진해상급유,MB6,02,자성대부두 62선석,2023-10-26 11:40,2023-10-26 12:35,,,,,,기타,2023-10-26,미허가
7695,VRUL4,2023,012,001,26.771,SITC YUNCHENG,KMC0629,에스아이티씨 컨테이너 라인스 코리아,MS6,01,신항 6부두 1선석,2023-10-27 17:00,2023-10-28 08:00,MS6,01,신항 6부두 1선석,2023-10-27 17:00,2023-10-28 08:00,양적하,2023-10-26,허가완료
7696,3ELR4,2023,030,002,9.599,HEUNG-A SARAH,ICZ0830,흥아라인(주),MBS,01,신선대부두 1선석,2023-10-27 12:00,2023-10-28 04:00,MBS,01,신선대부두 1선석,2023-10-27 12:00,2023-10-28 04:00,양적하,2023-10-26,허가완료
7697,3ELR4,2023,030,003,9.599,HEUNG-A SARAH,ICZ0830,흥아라인(주),MSL,01,신항 다목적부두,2023-10-28 08:00,2023-10-28 16:00,MSL,01,신항 다목적부두,2023-10-28 08:00,2023-10-28 16:00,양적하,2023-10-26,허가완료
7698,D7TO,2023,005,002,2.271,TY MERRY,KMS8817,태영상선(주),MBR,01,감만부두 1선석,2023-10-27 11:00,2023-10-29 18:00,MBR,01,감만부두 1선석,2023-10-27 11:00,2023-10-29 18:00,수리,2023-10-26,허가완료
7699,A8KY3,2023,018,001,28.927,MARTINIQUE,ICC2115,오션네트워크익스프레스코리아(주),MS4,01,신항 4부두 1선석,2023-10-26 22:00,2023-10-28 08:00,MS4,01,신항 4부두 1선석,2023-10-26 22:00,2023-10-28 08:00,양적하,2023-10-26,허가완료
7700,UGGQ,2023,001,002,813,TIKHIY OKEAN,BSC0325,예일교역,WAN,01,남외항 N-1박지,2023-10-26 17:30,2023-10-27 16:00,WAN,01,남외항 N-1박지,2023-10-26 17:30,2023-10-27 16:00,상가대기,2023-10-26,허가완료
7701,9V8001,2023,038,001,7.170,PACIFIC BUSAN,ICZ0830,흥아라인(주),MBS,03,신선대부두 3선석,2023-10-27 02:00,2023-10-27 21:00,MBS,03,신선대부두 3선석,2023-10-27 02:00,2023-10-27 21:00,양적하,2023-10-26,허가완료
7702,DSQG4,2023,057,002,7.406,PEGASUS PACER,KMS8833,남성해운(주),MBS,03,신선대부두 3선석,2023-10-30 01:00,2023-10-30 23:00,MBS,03,신선대부두 3선석,2023-10-30 01:00,2023-10-30 23:00,양적하,2023-10-26,허가완료
7703,035828,2023,014,007,1.607,제25금진호,BSK2002,금진해운(주),WAO,02,O박지 O2 묘지,2023-10-27 16:00,2023-10-28 12:00,WAO,02,O박지 O2 묘지,2023-10-27 16:00,2023-10-28 12:00,출항대기,2023-10-26,허가완료
7704,DSRA4,2023,004,001,13.151,SINOKOR HONGKONG,OSL0038,장금상선(주),WAU,06,신항 U-6 정박지,2023-10-25 19:00,2023-10-27 22:00,WAU,06,신항 U-6 정박지,2023-10-25 19:00,2023-10-27 22:00,접안대기,2023-10-26,허가완료
7705,DSRA4,2023,004,002,13.151,SINOKOR HONGKONG,OSL0038,장금상선(주),MBS,02,신선대부두 2선석,2023-10-27 22:00,2023-10-28 19:00,MBS,02,신선대부두 2선석,2023-10-27 22:00,2023-10-28 19:00,양적하,2023-10-26,허가완료
7706,105351,2023,102,001,575,신흥,BSZ7237,봉은해운(주),MW5,01,5물량장 1선석,2023-10-24 13:00,2023-10-24 17:55,MW5,01,5물량장 1선석,2023-10-24 13:00,2023-10-24 17:55,접안대기,2023-10-26,허가완료
7707,105351,2023,102,002,575,신흥,BSZ7237,봉은해운(주),MBR,E1,신감만부두 1선석,2023-10-24 18:25,2023-10-24 23:55,MBR,E1,신감만부두 1선석,2023-10-24 18:25,2023-10-24 23:55,양하,2023-10-26,허가완료
7708,105351,2023,102,003,575,신흥,BSZ7237,봉은해운(주),MW5,01,5물량장 1선석,2023-10-25 00:25,2023-10-26 14:30,MW5,01,5물량장 1선석,2023-10-25 00:25,2023-10-26 14:30,출항대기,2023-10-26,허가완료
7709,DSOB7,2023,060,001,3.736,GLOBAL NUBIRA,ICZ0830,흥아라인(주),WAM,07,M박지 M7 묘지,2023-10-27 10:00,2023-10-29 15:00,WAM,07,M박지 M7 묘지,2023-10-27 10:00,2023-10-29 15:00,접안대기,2023-10-26,허가완료
7710,230029,2023,007,006,399,보문,BSZ7237,봉은해운(주),MYG,01,경남조선소,2023-10-25 15:40,2023-10-26 15:05,MYG,01,경남조선소,2023-10-25 15:40,2023-10-26 15:05,수리,2023-10-26,허가완료
7711,080444,2023,075,003,226,625 덕양,BSZ2734,덕성기업,OLH,01,청학안벽,2023-10-26 23:00,2023-10-27 14:00,OLH,01,청학안벽,2023-10-26 23:00,2023-10-27 14:00,기타,2023-10-26,허가완료
